疾病	关系	基因
"Prostate Cancer, Hereditary, 1"	相关基因	CYCS
"Prostate Cancer, Hereditary, 1"	相关基因	CYP17A1
"Prostate Cancer, Hereditary, 1"	相关基因	CYP19A1
"Prostate Cancer, Hereditary, 1"	相关基因	EGF
"Prostate Cancer, Hereditary, 1"	相关基因	EGFR
"Prostate Cancer, Hereditary, 1"	相关基因	EPHB2
"Prostate Cancer, Hereditary, 1"	相关基因	ERBB2
"Prostate Cancer, Hereditary, 1"	相关基因	ESR1
"Prostate Cancer, Hereditary, 1"	相关基因	ESR2
"Prostate Cancer, Hereditary, 1"	相关基因	FASN
"Prostate Cancer, Hereditary, 1"	相关基因	FGF2
"Prostate Cancer, Hereditary, 1"	相关基因	FGFR1
"Prostate Cancer, Hereditary, 1"	相关基因	FGFR2
"Prostate Cancer, Hereditary, 1"	相关基因	GNRHR
"Prostate Cancer, Hereditary, 1"	相关基因	GSTP1
"Prostate Cancer, Hereditary, 1"	相关基因	HIF1A
"Prostate Cancer, Hereditary, 1"	相关基因	HRAS
"Prostate Cancer, Hereditary, 1"	相关基因	IGF1
"Prostate Cancer, Hereditary, 1"	相关基因	IGF1R
"Prostate Cancer, Hereditary, 1"	相关基因	IGFBP3
"Prostate Cancer, Hereditary, 1"	相关基因	IKBKB
"Prostate Cancer, Hereditary, 1"	相关基因	JUN
"Prostate Cancer, Hereditary, 1"	相关基因	KLK3
"Prostate Cancer, Hereditary, 1"	相关基因	KRAS
"Prostate Cancer, Hereditary, 1"	相关基因	MAP2K1
"Prostate Cancer, Hereditary, 1"	相关基因	MAPK1
"Prostate Cancer, Hereditary, 1"	相关基因	MAPK3
"Prostate Cancer, Hereditary, 1"	相关基因	MAPK8
"Prostate Cancer, Hereditary, 1"	相关基因	MCL1
"Prostate Cancer, Hereditary, 1"	相关基因	MDM2
"Prostate Cancer, Hereditary, 1"	相关基因	MET
"Prostate Cancer, Hereditary, 1"	相关基因	MMP14
"Prostate Cancer, Hereditary, 1"	相关基因	MMP2
"Prostate Cancer, Hereditary, 1"	相关基因	MMP7
"Prostate Cancer, Hereditary, 1"	相关基因	MMP9
"Prostate Cancer, Hereditary, 1"	相关基因	MTOR
"Prostate Cancer, Hereditary, 1"	相关基因	MYC
"Prostate Cancer, Hereditary, 1"	相关基因	NFKBIA
"Prostate Cancer, Hereditary, 1"	相关基因	PARP1
"Prostate Cancer, Hereditary, 1"	相关基因	PDGFRB
"Prostate Cancer, Hereditary, 1"	相关基因	PIK3CA
"Prostate Cancer, Hereditary, 1"	相关基因	PIK3R1
"Prostate Cancer, Hereditary, 1"	相关基因	PIM1
"Prostate Cancer, Hereditary, 1"	相关基因	PLAU
"Prostate Cancer, Hereditary, 1"	相关基因	PLAUR
"Prostate Cancer, Hereditary, 1"	相关基因	PROS1
"Prostate Cancer, Hereditary, 1"	相关基因	PSAT1
"Prostate Cancer, Hereditary, 1"	相关基因	PTEN
"Prostate Cancer, Hereditary, 1"	相关基因	PTGS2
"Prostate Cancer, Hereditary, 1"	相关基因	PTK2
"Prostate Cancer, Hereditary, 1"	相关基因	RAF1
"Prostate Cancer, Hereditary, 1"	相关基因	RB1
"Prostate Cancer, Hereditary, 1"	相关基因	RELA
"Prostate Cancer, Hereditary, 1"	相关基因	SRC
"Prostate Cancer, Hereditary, 1"	相关基因	SRD5A2
"Prostate Cancer, Hereditary, 1"	相关基因	ST14
"Prostate Cancer, Hereditary, 1"	相关基因	STAT3
"Prostate Cancer, Hereditary, 1"	相关基因	TERT
"Prostate Cancer, Hereditary, 1"	相关基因	TGFB1
"Prostate Cancer, Hereditary, 1"	相关基因	TNFRSF10B
"Prostate Cancer, Hereditary, 1"	相关基因	TNFSF11
"Prostate Cancer, Hereditary, 1"	相关基因	TP53
"Prostate Cancer, Hereditary, 1"	相关基因	TRPM8
"Prostate Cancer, Hereditary, 1"	相关基因	VDR
"Prostate Cancer, Hereditary, 1"	相关基因	VEGFA
"Prostate Cancer, Hereditary, 1"	相关基因	XIAP
"Prostate Cancer, Hereditary, 1"	相关基因	CCNB1
"Prostate Cancer, Hereditary, 1"	相关基因	EGR1
"Prostate Cancer, Hereditary, 1"	相关基因	ZFHX3
"Prostate Cancer, Hereditary, 1"	相关基因	CDC25C
"Prostate Cancer, Hereditary, 1"	相关基因	CDKN3
"Prostate Cancer, Hereditary, 1"	相关基因	BAX
"Prostate Cancer, Hereditary, 1"	相关基因	ALOX12
"Prostate Cancer, Hereditary, 1"	相关基因	E2F1
"Prostate Cancer, Hereditary, 1"	相关基因	CASP9
"Prostate Cancer, Hereditary, 1"	相关基因	FGF7
"Prostate Cancer, Hereditary, 1"	相关基因	IBSP
"Prostate Cancer, Hereditary, 1"	相关基因	IGFBP2
"Prostate Cancer, Hereditary, 1"	相关基因	NKX3-1
"Prostate Cancer, Hereditary, 1"	相关基因	MKI67
"Prostate Cancer, Hereditary, 1"	相关基因	PAWR
"Prostate Cancer, Hereditary, 1"	相关基因	KLK10
"Prostate Cancer, Hereditary, 1"	相关基因	TNFSF10
"Prostate Cancer, Hereditary, 1"	相关基因	TGFB1I1
"Prostate Cancer, Hereditary, 1"	相关基因	CFLAR
"Prostate Cancer, Hereditary, 1"	相关基因	SPDEF
"Liver Cirrhosis, Experimental"	相关基因	A2M
"Liver Cirrhosis, Experimental"	相关基因	ABAT
"Liver Cirrhosis, Experimental"	相关基因	ABCB1
"Liver Cirrhosis, Experimental"	相关基因	ABCC2
"Liver Cirrhosis, Experimental"	相关基因	ABCG1
"Liver Cirrhosis, Experimental"	相关基因	ACAT1
"Liver Cirrhosis, Experimental"	相关基因	ACHE
"Liver Cirrhosis, Experimental"	相关基因	ACP5
"Liver Cirrhosis, Experimental"	相关基因	ACSL1
"Liver Cirrhosis, Experimental"	相关基因	ACTA2
"Liver Cirrhosis, Experimental"	相关基因	ACTN1
"Liver Cirrhosis, Experimental"	相关基因	ADA
"Liver Cirrhosis, Experimental"	相关基因	ADAM17
"Liver Cirrhosis, Experimental"	相关基因	ADORA2A
"Liver Cirrhosis, Experimental"	相关基因	ADORA3
"Liver Cirrhosis, Experimental"	相关基因	AGT
"Liver Cirrhosis, Experimental"	相关基因	AKR1B1
"Liver Cirrhosis, Experimental"	相关基因	AKR1C1
"Liver Cirrhosis, Experimental"	相关基因	AKR1C3
"Liver Cirrhosis, Experimental"	相关基因	ALB
"Liver Cirrhosis, Experimental"	相关基因	ALDH2
"Liver Cirrhosis, Experimental"	相关基因	ANXA5
"Liver Cirrhosis, Experimental"	相关基因	APAF1
"Liver Cirrhosis, Experimental"	相关基因	APP
"Liver Cirrhosis, Experimental"	相关基因	ASNS
"Liver Cirrhosis, Experimental"	相关基因	BCR
"Liver Cirrhosis, Experimental"	相关基因	BLVRA
"Liver Cirrhosis, Experimental"	相关基因	C1QA
"Liver Cirrhosis, Experimental"	相关基因	C1QB
"Liver Cirrhosis, Experimental"	相关基因	C1QC
"Liver Cirrhosis, Experimental"	相关基因	CASP1
"Liver Cirrhosis, Experimental"	相关基因	CASP7
"Liver Cirrhosis, Experimental"	相关基因	CCL2
"Liver Cirrhosis, Experimental"	相关基因	CCL5
"Liver Cirrhosis, Experimental"	相关基因	CCNA2
"Liver Cirrhosis, Experimental"	相关基因	CD163
"Liver Cirrhosis, Experimental"	相关基因	CD86
"Liver Cirrhosis, Experimental"	相关基因	CDH5
"Liver Cirrhosis, Experimental"	相关基因	CDKN1A
"Liver Cirrhosis, Experimental"	相关基因	CFD
"Liver Cirrhosis, Experimental"	相关基因	COL1A1
"Liver Cirrhosis, Experimental"	相关基因	COL1A2
"Liver Cirrhosis, Experimental"	相关基因	COL3A1
"Liver Cirrhosis, Experimental"	相关基因	CPS1
"Liver Cirrhosis, Experimental"	相关基因	CSF1R
"Liver Cirrhosis, Experimental"	相关基因	CXCL10
"Liver Cirrhosis, Experimental"	相关基因	CXCL12
"Liver Cirrhosis, Experimental"	相关基因	CYBA
"Liver Cirrhosis, Experimental"	相关基因	CYBB
"Liver Cirrhosis, Experimental"	相关基因	CYP17A1
"Liver Cirrhosis, Experimental"	相关基因	CYP1A2
"Liver Cirrhosis, Experimental"	相关基因	DAO
"Liver Cirrhosis, Experimental"	相关基因	DDC
"Liver Cirrhosis, Experimental"	相关基因	EDN1
"Liver Cirrhosis, Experimental"	相关基因	EGF
"Liver Cirrhosis, Experimental"	相关基因	ENPEP
"Liver Cirrhosis, Experimental"	相关基因	EPCAM
"Liver Cirrhosis, Experimental"	相关基因	F2R
"Liver Cirrhosis, Experimental"	相关基因	FCGR3A
"Liver Cirrhosis, Experimental"	相关基因	FGF2
"Liver Cirrhosis, Experimental"	相关基因	FLNA
"Liver Cirrhosis, Experimental"	相关基因	FOS
"Liver Cirrhosis, Experimental"	相关基因	FTCD
"Liver Cirrhosis, Experimental"	相关基因	FXYD2
"Liver Cirrhosis, Experimental"	相关基因	FYN
"Liver Cirrhosis, Experimental"	相关基因	GCK
"Liver Cirrhosis, Experimental"	相关基因	GHR
"Liver Cirrhosis, Experimental"	相关基因	GJA1
"Liver Cirrhosis, Experimental"	相关基因	GLS2
"Liver Cirrhosis, Experimental"	相关基因	GOT1
"Liver Cirrhosis, Experimental"	相关基因	GPT
"Liver Cirrhosis, Experimental"	相关基因	GSN
"Liver Cirrhosis, Experimental"	相关基因	GSTA2
"Liver Cirrhosis, Experimental"	相关基因	GSTM1
"Liver Cirrhosis, Experimental"	相关基因	HGF
"Liver Cirrhosis, Experimental"	相关基因	HMGCR
"Liver Cirrhosis, Experimental"	相关基因	HMOX1
"Liver Cirrhosis, Experimental"	相关基因	IFNG
"Liver Cirrhosis, Experimental"	相关基因	IFNGR1
"Liver Cirrhosis, Experimental"	相关基因	IGF1
"Liver Cirrhosis, Experimental"	相关基因	IGF2R
"Liver Cirrhosis, Experimental"	相关基因	IGFALS
"Liver Cirrhosis, Experimental"	相关基因	IGFBP3
"Liver Cirrhosis, Experimental"	相关基因	IGFBP7
"Liver Cirrhosis, Experimental"	相关基因	IL10
"Liver Cirrhosis, Experimental"	相关基因	IL1B
"Liver Cirrhosis, Experimental"	相关基因	IL2RB
"Liver Cirrhosis, Experimental"	相关基因	IL2RG
"Liver Cirrhosis, Experimental"	相关基因	INS
"Liver Cirrhosis, Experimental"	相关基因	ISYNA1
"Liver Cirrhosis, Experimental"	相关基因	ITGA2B
"Liver Cirrhosis, Experimental"	相关基因	ITGAL
"Liver Cirrhosis, Experimental"	相关基因	ITGB1
"Liver Cirrhosis, Experimental"	相关基因	ITGB2
"Liver Cirrhosis, Experimental"	相关基因	ITGB3
"Liver Cirrhosis, Experimental"	相关基因	IVD
"Liver Cirrhosis, Experimental"	相关基因	IYD
"Liver Cirrhosis, Experimental"	相关基因	JAK2
"Liver Cirrhosis, Experimental"	相关基因	KCNJ8
"Liver Cirrhosis, Experimental"	相关基因	KYNU
"Liver Cirrhosis, Experimental"	相关基因	LGALS1
"Liver Cirrhosis, Experimental"	相关基因	LPL
"Liver Cirrhosis, Experimental"	相关基因	LRAT
"Liver Cirrhosis, Experimental"	相关基因	MGMT
"Liver Cirrhosis, Experimental"	相关基因	MGP
"Liver Cirrhosis, Experimental"	相关基因	MME
"Liver Cirrhosis, Experimental"	相关基因	MMP1
"Liver Cirrhosis, Experimental"	相关基因	MMP13
"Liver Cirrhosis, Experimental"	相关基因	MMP2
"Liver Cirrhosis, Experimental"	相关基因	MMP8
"Liver Cirrhosis, Experimental"	相关基因	MMP9
"Liver Cirrhosis, Experimental"	相关基因	MT2A
"Liver Cirrhosis, Experimental"	相关基因	MYC
"Liver Cirrhosis, Experimental"	相关基因	NFKBIA
"Liver Cirrhosis, Experimental"	相关基因	NOS2
"Liver Cirrhosis, Experimental"	相关基因	NOS3
"Liver Cirrhosis, Experimental"	相关基因	NQO2
"Liver Cirrhosis, Experimental"	相关基因	NT5E
"Liver Cirrhosis, Experimental"	相关基因	OAT
"Liver Cirrhosis, Experimental"	相关基因	OTC
"Liver Cirrhosis, Experimental"	相关基因	PC
"Liver Cirrhosis, Experimental"	相关基因	PCK1
"Liver Cirrhosis, Experimental"	相关基因	PDGFRA
"Liver Cirrhosis, Experimental"	相关基因	PDGFRB
"Liver Cirrhosis, Experimental"	相关基因	PFN1
"Liver Cirrhosis, Experimental"	相关基因	PKLR
"Liver Cirrhosis, Experimental"	相关基因	PLA2G4A
"Liver Cirrhosis, Experimental"	相关基因	PLAT
"Liver Cirrhosis, Experimental"	相关基因	PLAU
"Liver Cirrhosis, Experimental"	相关基因	PLG
"Liver Cirrhosis, Experimental"	相关基因	PLOD2
"Liver Cirrhosis, Experimental"	相关基因	POMC
"Liver Cirrhosis, Experimental"	相关基因	PRKCB
"Liver Cirrhosis, Experimental"	相关基因	PRKCD
"Liver Cirrhosis, Experimental"	相关基因	PRLR
"Liver Cirrhosis, Experimental"	相关基因	PRNP
"Liver Cirrhosis, Experimental"	相关基因	PRODH
"Liver Cirrhosis, Experimental"	相关基因	PSMB8
"Liver Cirrhosis, Experimental"	相关基因	PTGER2
"Liver Cirrhosis, Experimental"	相关基因	PTGS1
"Liver Cirrhosis, Experimental"	相关基因	PTGS2
"Liver Cirrhosis, Experimental"	相关基因	PTPN1
"Liver Cirrhosis, Experimental"	相关基因	PYCR1
"Liver Cirrhosis, Experimental"	相关基因	RAC2
"Liver Cirrhosis, Experimental"	相关基因	RELA
"Liver Cirrhosis, Experimental"	相关基因	RGN
"Liver Cirrhosis, Experimental"	相关基因	SERPINA6
"Liver Cirrhosis, Experimental"	相关基因	SIRT1
"Liver Cirrhosis, Experimental"	相关基因	SLC19A2
"Liver Cirrhosis, Experimental"	相关基因	SLC23A1
"Liver Cirrhosis, Experimental"	相关基因	SLC25A13
"Liver Cirrhosis, Experimental"	相关基因	SLC25A4
"Liver Cirrhosis, Experimental"	相关基因	SMAD2
"Liver Cirrhosis, Experimental"	相关基因	SOAT1
"Liver Cirrhosis, Experimental"	相关基因	SPARC
"Liver Cirrhosis, Experimental"	相关基因	SREBF1
"Liver Cirrhosis, Experimental"	相关基因	ST14
"Liver Cirrhosis, Experimental"	相关基因	SULT1E1
"Liver Cirrhosis, Experimental"	相关基因	TGFB1
"Liver Cirrhosis, Experimental"	相关基因	TGFB3
"Liver Cirrhosis, Experimental"	相关基因	TGFBR2
"Liver Cirrhosis, Experimental"	相关基因	THBD
"Liver Cirrhosis, Experimental"	相关基因	TLR4
"Liver Cirrhosis, Experimental"	相关基因	TNF
"Liver Cirrhosis, Experimental"	相关基因	TPM1
"Liver Cirrhosis, Experimental"	相关基因	TPM3
"Liver Cirrhosis, Experimental"	相关基因	TRPV1
"Liver Cirrhosis, Experimental"	相关基因	TSPO
"Liver Cirrhosis, Experimental"	相关基因	VEGFA
"Liver Cirrhosis, Experimental"	相关基因	VIM
"Liver Cirrhosis, Experimental"	相关基因	YWHAZ
"Liver Cirrhosis, Experimental"	相关基因	CCNG1
"Liver Cirrhosis, Experimental"	相关基因	CD5L
"Liver Cirrhosis, Experimental"	相关基因	CDKN3
"Liver Cirrhosis, Experimental"	相关基因	PLIN2
"Liver Cirrhosis, Experimental"	相关基因	ADM
"Liver Cirrhosis, Experimental"	相关基因	DIO1
"Liver Cirrhosis, Experimental"	相关基因	C5AR1
"Liver Cirrhosis, Experimental"	相关基因	CNP
"Liver Cirrhosis, Experimental"	相关基因	IL18
"Liver Cirrhosis, Experimental"	相关基因	NRG1
"Liver Cirrhosis, Experimental"	相关基因	LBP
"Liver Cirrhosis, Experimental"	相关基因	CXCL1
"Liver Cirrhosis, Experimental"	相关基因	IGFBP1
"Liver Cirrhosis, Experimental"	相关基因	IGFBP2
"Liver Cirrhosis, Experimental"	相关基因	LTBP1
"Liver Cirrhosis, Experimental"	相关基因	NFE2L2
"Liver Cirrhosis, Experimental"	相关基因	PLSCR1
"Liver Cirrhosis, Experimental"	相关基因	MKI67
"Liver Cirrhosis, Experimental"	相关基因	RGS2
"Liver Cirrhosis, Experimental"	相关基因	PDGFA
"Liver Cirrhosis, Experimental"	相关基因	TFPI2
"Liver Cirrhosis, Experimental"	相关基因	VIPR1
"Liver Cirrhosis, Experimental"	相关基因	TIMP1
"Liver Cirrhosis, Experimental"	相关基因	TIMP2
"Liver Cirrhosis, Experimental"	相关基因	CD83
"Liver Cirrhosis, Experimental"	相关基因	ADIPOQ
"Liver Cirrhosis, Experimental"	相关基因	CES2
"Liver Cirrhosis, Experimental"	相关基因	INMT
"Liver Cirrhosis, Experimental"	相关基因	HPSE
"Liver Cirrhosis, Experimental"	相关基因	NOX4
"Liver Cirrhosis, Experimental"	相关基因	BMF
"Liver Cirrhosis, Experimental"	相关基因	PTRH1
"Liver Cirrhosis, Experimental"	相关基因	CASP12
Liver Neoplasms	相关基因	ABL1
Liver Neoplasms	相关基因	ADAM17
Liver Neoplasms	相关基因	AHR
Liver Neoplasms	相关基因	AKT1
Liver Neoplasms	相关基因	ALB
Liver Neoplasms	相关基因	AXIN1
Liver Neoplasms	相关基因	BCL2L1
Liver Neoplasms	相关基因	BIRC5
Liver Neoplasms	相关基因	BRAF
Liver Neoplasms	相关基因	CALCA
Liver Neoplasms	相关基因	CASP3
Liver Neoplasms	相关基因	CASP8
Liver Neoplasms	相关基因	CCND1
Liver Neoplasms	相关基因	CD44
Liver Neoplasms	相关基因	CDK4
Liver Neoplasms	相关基因	CDKN1A
Liver Neoplasms	相关基因	CSF2
Liver Neoplasms	相关基因	CTNNB1
Liver Neoplasms	相关基因	CXCL8
Liver Neoplasms	相关基因	CYP2E1
Liver Neoplasms	相关基因	EGFR
Liver Neoplasms	相关基因	EPCAM
Liver Neoplasms	相关基因	ESR1
Liver Neoplasms	相关基因	F2
Liver Neoplasms	相关基因	FAH
Liver Neoplasms	相关基因	FGF2
Liver Neoplasms	相关基因	FGFR1
Liver Neoplasms	相关基因	GLUL
Liver Neoplasms	相关基因	GNAS
Liver Neoplasms	相关基因	GNMT
Liver Neoplasms	相关基因	GSK3B
Liver Neoplasms	相关基因	GSTM1
Liver Neoplasms	相关基因	GSTP1
Liver Neoplasms	相关基因	HGF
Liver Neoplasms	相关基因	HIF1A
Liver Neoplasms	相关基因	HLA-DQB1
Liver Neoplasms	相关基因	HLA-DRB1
Liver Neoplasms	相关基因	HMOX1
Liver Neoplasms	相关基因	HNF1A
Liver Neoplasms	相关基因	HRAS
Liver Neoplasms	相关基因	ICAM1
Liver Neoplasms	相关基因	IDH1
Liver Neoplasms	相关基因	IDH2
Liver Neoplasms	相关基因	IGF1R
Liver Neoplasms	相关基因	IGF2R
Liver Neoplasms	相关基因	IL12B
Liver Neoplasms	相关基因	IL2
Liver Neoplasms	相关基因	IL6
Liver Neoplasms	相关基因	JAK1
Liver Neoplasms	相关基因	JUN
Liver Neoplasms	相关基因	KDR
Liver Neoplasms	相关基因	KRAS
Liver Neoplasms	相关基因	MAP2K1
Liver Neoplasms	相关基因	MAPK1
Liver Neoplasms	相关基因	MAPK3
Liver Neoplasms	相关基因	MAPK8
Liver Neoplasms	相关基因	MAT1A
Liver Neoplasms	相关基因	MET
Liver Neoplasms	相关基因	MMP2
Liver Neoplasms	相关基因	MMP9
Liver Neoplasms	相关基因	MTOR
Liver Neoplasms	相关基因	MYC
Liver Neoplasms	相关基因	NQO1
Liver Neoplasms	相关基因	NR1H4
Liver Neoplasms	相关基因	NR1I3
Liver Neoplasms	相关基因	PIK3CA
Liver Neoplasms	相关基因	PPARA
Liver Neoplasms	相关基因	PPARG
Liver Neoplasms	相关基因	PRKCE
Liver Neoplasms	相关基因	PTEN
Liver Neoplasms	相关基因	PTGS2
Liver Neoplasms	相关基因	RAF1
Liver Neoplasms	相关基因	RARB
Liver Neoplasms	相关基因	RB1
Liver Neoplasms	相关基因	RXRA
Liver Neoplasms	相关基因	SERPINE1
Liver Neoplasms	相关基因	SLC2A1
Liver Neoplasms	相关基因	SMAD2
Liver Neoplasms	相关基因	STAT3
Liver Neoplasms	相关基因	TERT
Liver Neoplasms	相关基因	TGFB1
Liver Neoplasms	相关基因	TGFBR1
Liver Neoplasms	相关基因	TGFBR2
Liver Neoplasms	相关基因	TNF
Liver Neoplasms	相关基因	TP53
Liver Neoplasms	相关基因	VEGFA
Liver Neoplasms	相关基因	CDKN3
Liver Neoplasms	相关基因	CDR1
Liver Neoplasms	相关基因	BAX
Liver Neoplasms	相关基因	CCR4
Liver Neoplasms	相关基因	E2F1
Liver Neoplasms	相关基因	CASP9
Liver Neoplasms	相关基因	FOSB
Liver Neoplasms	相关基因	NFE2L2
Liver Neoplasms	相关基因	SCD
Liver Neoplasms	相关基因	RPS6KB1
Liver Neoplasms	相关基因	TNFSF10
Liver Neoplasms	相关基因	TCF7
Liver Neoplasms	相关基因	NCOR1
Liver Neoplasms	相关基因	ARC
Liver Neoplasms	相关基因	HPSE
Heart Failure	相关基因	ABCC6
Heart Failure	相关基因	ACACA
Heart Failure	相关基因	ACAD9
Heart Failure	相关基因	ACE
Heart Failure	相关基因	ACTC1
Heart Failure	相关基因	ADAMTSL2
Heart Failure	相关基因	ADRB1
Heart Failure	相关基因	ADRB2
Heart Failure	相关基因	ADRB3
Heart Failure	相关基因	AGT
Heart Failure	相关基因	AGTR1
Heart Failure	相关基因	ALB
Heart Failure	相关基因	ALMS1
Heart Failure	相关基因	AMPD1
Heart Failure	相关基因	AQP2
Heart Failure	相关基因	ATP1A3
