疾病	关系	基因
Endometrial Cancer	相关基因	CDK2
Endometrial Cancer	相关基因	CDK4
Endometrial Cancer	相关基因	CDK6
Endometrial Cancer	相关基因	CDKN1A
Endometrial Cancer	相关基因	CSF1R
Endometrial Cancer	相关基因	CTNNB1
Endometrial Cancer	相关基因	CTSD
Endometrial Cancer	相关基因	CYP19A1
Endometrial Cancer	相关基因	CYP1B1
Endometrial Cancer	相关基因	EGF
Endometrial Cancer	相关基因	EGFR
Endometrial Cancer	相关基因	ERBB2
Endometrial Cancer	相关基因	ESR1
Endometrial Cancer	相关基因	ESR2
Endometrial Cancer	相关基因	ESRRA
Endometrial Cancer	相关基因	FGFR2
Endometrial Cancer	相关基因	FOS
Endometrial Cancer	相关基因	HIF1A
Endometrial Cancer	相关基因	HRAS
Endometrial Cancer	相关基因	IGF1
Endometrial Cancer	相关基因	IGF1R
Endometrial Cancer	相关基因	INS
Endometrial Cancer	相关基因	JUN
Endometrial Cancer	相关基因	KIT
Endometrial Cancer	相关基因	KRAS
Endometrial Cancer	相关基因	MAPK1
Endometrial Cancer	相关基因	MAPK3
Endometrial Cancer	相关基因	MDM2
Endometrial Cancer	相关基因	MMP2
Endometrial Cancer	相关基因	MMP7
Endometrial Cancer	相关基因	MMP9
Endometrial Cancer	相关基因	MTOR
Endometrial Cancer	相关基因	MYC
Endometrial Cancer	相关基因	PAEP
Endometrial Cancer	相关基因	PGR
Endometrial Cancer	相关基因	PIK3CA
Endometrial Cancer	相关基因	PIK3R1
Endometrial Cancer	相关基因	PIK3R2
Endometrial Cancer	相关基因	PLAU
Endometrial Cancer	相关基因	PMS2
Endometrial Cancer	相关基因	PTEN
Endometrial Cancer	相关基因	RB1
Endometrial Cancer	相关基因	SDHB
Endometrial Cancer	相关基因	STAT3
Endometrial Cancer	相关基因	SULT1E1
Endometrial Cancer	相关基因	TGFBR2
Endometrial Cancer	相关基因	TP53
Endometrial Cancer	相关基因	TYMP
Endometrial Cancer	相关基因	VEGFA
Endometrial Cancer	相关基因	CCNE1
Endometrial Cancer	相关基因	BAX
Endometrial Cancer	相关基因	IGFBP1
Endometrial Cancer	相关基因	MKI67
Endometrial Cancer	相关基因	TIMP2
"Carcinoma, Endometrioid"	相关基因	AHCY
"Carcinoma, Endometrioid"	相关基因	AKT1
"Carcinoma, Endometrioid"	相关基因	AKT2
"Carcinoma, Endometrioid"	相关基因	AR
"Carcinoma, Endometrioid"	相关基因	BCL2
"Carcinoma, Endometrioid"	相关基因	BRAF
"Carcinoma, Endometrioid"	相关基因	CASP3
"Carcinoma, Endometrioid"	相关基因	CCND1
"Carcinoma, Endometrioid"	相关基因	CD44
"Carcinoma, Endometrioid"	相关基因	CDK2
"Carcinoma, Endometrioid"	相关基因	CDK4
"Carcinoma, Endometrioid"	相关基因	CDK6
"Carcinoma, Endometrioid"	相关基因	CDKN1A
"Carcinoma, Endometrioid"	相关基因	CSF1R
"Carcinoma, Endometrioid"	相关基因	CTNNB1
"Carcinoma, Endometrioid"	相关基因	CTSD
"Carcinoma, Endometrioid"	相关基因	CYP19A1
"Carcinoma, Endometrioid"	相关基因	CYP1B1
"Carcinoma, Endometrioid"	相关基因	DNPEP
"Carcinoma, Endometrioid"	相关基因	EGF
"Carcinoma, Endometrioid"	相关基因	EGFR
"Carcinoma, Endometrioid"	相关基因	ERBB2
"Carcinoma, Endometrioid"	相关基因	ESR1
"Carcinoma, Endometrioid"	相关基因	ESR2
"Carcinoma, Endometrioid"	相关基因	ESRRA
"Carcinoma, Endometrioid"	相关基因	FGFR2
"Carcinoma, Endometrioid"	相关基因	FOS
"Carcinoma, Endometrioid"	相关基因	HIF1A
"Carcinoma, Endometrioid"	相关基因	HRAS
"Carcinoma, Endometrioid"	相关基因	IGF1
"Carcinoma, Endometrioid"	相关基因	IGF1R
"Carcinoma, Endometrioid"	相关基因	INS
"Carcinoma, Endometrioid"	相关基因	JUN
"Carcinoma, Endometrioid"	相关基因	KARS
"Carcinoma, Endometrioid"	相关基因	KIT
"Carcinoma, Endometrioid"	相关基因	KRAS
"Carcinoma, Endometrioid"	相关基因	MAPK1
"Carcinoma, Endometrioid"	相关基因	MAPK3
"Carcinoma, Endometrioid"	相关基因	MDM2
"Carcinoma, Endometrioid"	相关基因	MMP2
"Carcinoma, Endometrioid"	相关基因	MMP7
"Carcinoma, Endometrioid"	相关基因	MMP9
"Carcinoma, Endometrioid"	相关基因	MSLN
"Carcinoma, Endometrioid"	相关基因	MTOR
"Carcinoma, Endometrioid"	相关基因	MYC
"Carcinoma, Endometrioid"	相关基因	NQO1
"Carcinoma, Endometrioid"	相关基因	PAEP
"Carcinoma, Endometrioid"	相关基因	PGR
"Carcinoma, Endometrioid"	相关基因	PIK3CA
"Carcinoma, Endometrioid"	相关基因	PIK3R1
"Carcinoma, Endometrioid"	相关基因	PIK3R2
"Carcinoma, Endometrioid"	相关基因	PLAU
"Carcinoma, Endometrioid"	相关基因	PMS2
"Carcinoma, Endometrioid"	相关基因	PTEN
"Carcinoma, Endometrioid"	相关基因	RB1
"Carcinoma, Endometrioid"	相关基因	STAT3
"Carcinoma, Endometrioid"	相关基因	SULT1E1
"Carcinoma, Endometrioid"	相关基因	TGFBR2
"Carcinoma, Endometrioid"	相关基因	TP53
"Carcinoma, Endometrioid"	相关基因	TYMP
"Carcinoma, Endometrioid"	相关基因	VEGFA
"Carcinoma, Endometrioid"	相关基因	CCNE1
"Carcinoma, Endometrioid"	相关基因	BAX
"Carcinoma, Endometrioid"	相关基因	IGFBP1
"Carcinoma, Endometrioid"	相关基因	MKI67
"Carcinoma, Endometrioid"	相关基因	XBP1
"Carcinoma, Endometrioid"	相关基因	TIMP2
"Diabetes Mellitus, Experimental"	相关基因	ACE
"Diabetes Mellitus, Experimental"	相关基因	ACOX1
"Diabetes Mellitus, Experimental"	相关基因	ACSL1
"Diabetes Mellitus, Experimental"	相关基因	ADRA1A
"Diabetes Mellitus, Experimental"	相关基因	ADRB3
"Diabetes Mellitus, Experimental"	相关基因	AGT
"Diabetes Mellitus, Experimental"	相关基因	AIFM1
"Diabetes Mellitus, Experimental"	相关基因	AOC3
"Diabetes Mellitus, Experimental"	相关基因	ATP2A2
"Diabetes Mellitus, Experimental"	相关基因	BCL2
"Diabetes Mellitus, Experimental"	相关基因	BCL2L1
"Diabetes Mellitus, Experimental"	相关基因	CASP3
"Diabetes Mellitus, Experimental"	相关基因	CAT
"Diabetes Mellitus, Experimental"	相关基因	CPT1A
"Diabetes Mellitus, Experimental"	相关基因	CYBA
"Diabetes Mellitus, Experimental"	相关基因	CYBB
"Diabetes Mellitus, Experimental"	相关基因	CYP1A1
"Diabetes Mellitus, Experimental"	相关基因	EDN1
"Diabetes Mellitus, Experimental"	相关基因	ESRRA
"Diabetes Mellitus, Experimental"	相关基因	GCK
"Diabetes Mellitus, Experimental"	相关基因	GPX1
"Diabetes Mellitus, Experimental"	相关基因	GSR
"Diabetes Mellitus, Experimental"	相关基因	HK1
"Diabetes Mellitus, Experimental"	相关基因	HMOX1
"Diabetes Mellitus, Experimental"	相关基因	HSD11B1
"Diabetes Mellitus, Experimental"	相关基因	ICAM1
"Diabetes Mellitus, Experimental"	相关基因	IFNG
"Diabetes Mellitus, Experimental"	相关基因	IGF1
"Diabetes Mellitus, Experimental"	相关基因	IL1B
"Diabetes Mellitus, Experimental"	相关基因	IL6
"Diabetes Mellitus, Experimental"	相关基因	INSR
"Diabetes Mellitus, Experimental"	相关基因	IRS1
"Diabetes Mellitus, Experimental"	相关基因	KCNJ11
"Diabetes Mellitus, Experimental"	相关基因	LEPR
"Diabetes Mellitus, Experimental"	相关基因	MMP2
"Diabetes Mellitus, Experimental"	相关基因	MMP9
"Diabetes Mellitus, Experimental"	相关基因	MPO
"Diabetes Mellitus, Experimental"	相关基因	NCF1
"Diabetes Mellitus, Experimental"	相关基因	NOS2
"Diabetes Mellitus, Experimental"	相关基因	NOS3
"Diabetes Mellitus, Experimental"	相关基因	NQO1
"Diabetes Mellitus, Experimental"	相关基因	PCK1
"Diabetes Mellitus, Experimental"	相关基因	PCSK2
"Diabetes Mellitus, Experimental"	相关基因	PKLR
"Diabetes Mellitus, Experimental"	相关基因	PPARA
"Diabetes Mellitus, Experimental"	相关基因	PPARG
"Diabetes Mellitus, Experimental"	相关基因	PRKCA
"Diabetes Mellitus, Experimental"	相关基因	PRKCD
"Diabetes Mellitus, Experimental"	相关基因	PRKCE
"Diabetes Mellitus, Experimental"	相关基因	PTGS2
"Diabetes Mellitus, Experimental"	相关基因	RELA
"Diabetes Mellitus, Experimental"	相关基因	REN
"Diabetes Mellitus, Experimental"	相关基因	SERPINE1
"Diabetes Mellitus, Experimental"	相关基因	SIRT1
"Diabetes Mellitus, Experimental"	相关基因	SLC2A2
"Diabetes Mellitus, Experimental"	相关基因	SLC9A1
"Diabetes Mellitus, Experimental"	相关基因	SNAP25
"Diabetes Mellitus, Experimental"	相关基因	SOD1
"Diabetes Mellitus, Experimental"	相关基因	SOD2
"Diabetes Mellitus, Experimental"	相关基因	SREBF1
"Diabetes Mellitus, Experimental"	相关基因	STS
"Diabetes Mellitus, Experimental"	相关基因	TGFB1
"Diabetes Mellitus, Experimental"	相关基因	TNF
"Diabetes Mellitus, Experimental"	相关基因	TNFRSF1A
"Diabetes Mellitus, Experimental"	相关基因	TP53
"Diabetes Mellitus, Experimental"	相关基因	VEGFA
"Diabetes Mellitus, Experimental"	相关基因	BAX
"Diabetes Mellitus, Experimental"	相关基因	MAP3K5
"Diabetes Mellitus, Experimental"	相关基因	GPD2
"Diabetes Mellitus, Experimental"	相关基因	ID1
"Diabetes Mellitus, Experimental"	相关基因	CCL20
"Diabetes Mellitus, Experimental"	相关基因	CX3CL1
"Diabetes Mellitus, Experimental"	相关基因	SLC2A4
"Diabetes Mellitus, Experimental"	相关基因	TIMP1
"Diabetes Mellitus, Experimental"	相关基因	TIMP2
Atherosclerosis	相关基因	ABCA1
Atherosclerosis	相关基因	AGT
Atherosclerosis	相关基因	AHR
Atherosclerosis	相关基因	ALDH2
Atherosclerosis	相关基因	ALOX5
Atherosclerosis	相关基因	APOE
Atherosclerosis	相关基因	CCL2
Atherosclerosis	相关基因	CCL3
Atherosclerosis	相关基因	CETP
Atherosclerosis	相关基因	CRP
Atherosclerosis	相关基因	CXCL12
Atherosclerosis	相关基因	CYBA
Atherosclerosis	相关基因	ESR1
Atherosclerosis	相关基因	FLT1
Atherosclerosis	相关基因	GGCX
Atherosclerosis	相关基因	GSTM1
Atherosclerosis	相关基因	HLA-DQB1
Atherosclerosis	相关基因	HNF1A
Atherosclerosis	相关基因	HRH1
Atherosclerosis	相关基因	ICAM1
Atherosclerosis	相关基因	IFNG
Atherosclerosis	相关基因	IL6
Atherosclerosis	相关基因	IRS1
Atherosclerosis	相关基因	LDLR
Atherosclerosis	相关基因	MMP1
Atherosclerosis	相关基因	NOS2
Atherosclerosis	相关基因	NOS3
Atherosclerosis	相关基因	PARP1
Atherosclerosis	相关基因	PCSK9
Atherosclerosis	相关基因	PLA2G2A
Atherosclerosis	相关基因	PLAT
Atherosclerosis	相关基因	PON1
Atherosclerosis	相关基因	PPARG
Atherosclerosis	相关基因	PTGS2
Atherosclerosis	相关基因	SERPINE1
Atherosclerosis	相关基因	SIRT1
Atherosclerosis	相关基因	SOD1
Atherosclerosis	相关基因	SOD2
Atherosclerosis	相关基因	STAT3
Atherosclerosis	相关基因	TERT
Atherosclerosis	相关基因	TLR4
Atherosclerosis	相关基因	TNF
Atherosclerosis	相关基因	TRPV1
Atherosclerosis	相关基因	VCAM1
Atherosclerosis	相关基因	VEGFA
Atherosclerosis	相关基因	MEF2A
Atherosclerosis	相关基因	HP
Atherosclerosis	相关基因	HSPA1B
Atherosclerosis	相关基因	CCL4
Atherosclerosis	相关基因	PECAM1
Atherosclerosis	相关基因	ADIPOQ
"Osteoporosis, Postmenopausal"	相关基因	ACP5
"Osteoporosis, Postmenopausal"	相关基因	ALB
"Osteoporosis, Postmenopausal"	相关基因	ALPL
"Osteoporosis, Postmenopausal"	相关基因	APOE
"Osteoporosis, Postmenopausal"	相关基因	AR
"Osteoporosis, Postmenopausal"	相关基因	BGLAP
"Osteoporosis, Postmenopausal"	相关基因	BMP4
"Osteoporosis, Postmenopausal"	相关基因	CA2
"Osteoporosis, Postmenopausal"	相关基因	CA8
"Osteoporosis, Postmenopausal"	相关基因	CALCA
"Osteoporosis, Postmenopausal"	相关基因	CALCR
"Osteoporosis, Postmenopausal"	相关基因	CASR
"Osteoporosis, Postmenopausal"	相关基因	CAT
"Osteoporosis, Postmenopausal"	相关基因	COL1A1
"Osteoporosis, Postmenopausal"	相关基因	COL1A2
"Osteoporosis, Postmenopausal"	相关基因	COL2A1
"Osteoporosis, Postmenopausal"	相关基因	CRP
"Osteoporosis, Postmenopausal"	相关基因	CTNNB1
"Osteoporosis, Postmenopausal"	相关基因	CTSK
"Osteoporosis, Postmenopausal"	相关基因	CYP19A1
"Osteoporosis, Postmenopausal"	相关基因	CYP24A1
"Osteoporosis, Postmenopausal"	相关基因	CYP27B1
"Osteoporosis, Postmenopausal"	相关基因	CYP3A4
"Osteoporosis, Postmenopausal"	相关基因	ESR1
"Osteoporosis, Postmenopausal"	相关基因	ESR2
"Osteoporosis, Postmenopausal"	相关基因	FDPS
"Osteoporosis, Postmenopausal"	相关基因	FOS
"Osteoporosis, Postmenopausal"	相关基因	FSHR
"Osteoporosis, Postmenopausal"	相关基因	GHR
"Osteoporosis, Postmenopausal"	相关基因	HMGCR
"Osteoporosis, Postmenopausal"	相关基因	HSD11B1
"Osteoporosis, Postmenopausal"	相关基因	IFNG
"Osteoporosis, Postmenopausal"	相关基因	IGF1
"Osteoporosis, Postmenopausal"	相关基因	IGFBP3
"Osteoporosis, Postmenopausal"	相关基因	IL1A
"Osteoporosis, Postmenopausal"	相关基因	IL1B
"Osteoporosis, Postmenopausal"	相关基因	IL1RN
"Osteoporosis, Postmenopausal"	相关基因	IL6
"Osteoporosis, Postmenopausal"	相关基因	INS
"Osteoporosis, Postmenopausal"	相关基因	JUN
"Osteoporosis, Postmenopausal"	相关基因	LEPR
"Osteoporosis, Postmenopausal"	相关基因	MAPK3
"Osteoporosis, Postmenopausal"	相关基因	MGP
"Osteoporosis, Postmenopausal"	相关基因	MMP14
"Osteoporosis, Postmenopausal"	相关基因	MMP3
"Osteoporosis, Postmenopausal"	相关基因	NFATC1
"Osteoporosis, Postmenopausal"	相关基因	NR3C1
"Osteoporosis, Postmenopausal"	相关基因	PLOD1
"Osteoporosis, Postmenopausal"	相关基因	PPARG
"Osteoporosis, Postmenopausal"	相关基因	PRKACA
"Osteoporosis, Postmenopausal"	相关基因	PRKAR1A
"Osteoporosis, Postmenopausal"	相关基因	PTH
"Osteoporosis, Postmenopausal"	相关基因	PTH1R
"Osteoporosis, Postmenopausal"	相关基因	PTK2B
"Osteoporosis, Postmenopausal"	相关基因	SLC6A8
"Osteoporosis, Postmenopausal"	相关基因	SLC7A7
"Osteoporosis, Postmenopausal"	相关基因	SMS
"Osteoporosis, Postmenopausal"	相关基因	SPARC
"Osteoporosis, Postmenopausal"	相关基因	TGFB1
"Osteoporosis, Postmenopausal"	相关基因	TGFBR1
"Osteoporosis, Postmenopausal"	相关基因	TGM2
"Osteoporosis, Postmenopausal"	相关基因	TNF
"Osteoporosis, Postmenopausal"	相关基因	TNFRSF11A
"Osteoporosis, Postmenopausal"	相关基因	TNFSF11
"Osteoporosis, Postmenopausal"	相关基因	TRPV1
"Osteoporosis, Postmenopausal"	相关基因	VDR
"Osteoporosis, Postmenopausal"	相关基因	IBSP
"Osteoporosis, Postmenopausal"	相关基因	IGFBP5
"Osteoporosis, Postmenopausal"	相关基因	SLPI
"Osteoporosis, Postmenopausal"	相关基因	SP1
"Osteoporosis, Postmenopausal"	相关基因	SPP1
Diabetes Mellitus	相关基因	ABCC8
Diabetes Mellitus	相关基因	ABCG1
Diabetes Mellitus	相关基因	ADAM10
Diabetes Mellitus	相关基因	ADCY5
Diabetes Mellitus	相关基因	ADRB1
Diabetes Mellitus	相关基因	AKT2
Diabetes Mellitus	相关基因	AOC3
Diabetes Mellitus	相关基因	APOE
Diabetes Mellitus	相关基因	ATM
Diabetes Mellitus	相关基因	CAT
Diabetes Mellitus	相关基因	CP
Diabetes Mellitus	相关基因	CPT1A
Diabetes Mellitus	相关基因	CRBN
Diabetes Mellitus	相关基因	CTLA4
Diabetes Mellitus	相关基因	CTNS
Diabetes Mellitus	相关基因	CTSH
Diabetes Mellitus	相关基因	CYBB
Diabetes Mellitus	相关基因	ENPP1
Diabetes Mellitus	相关基因	ERBB4
Diabetes Mellitus	相关基因	FAH
Diabetes Mellitus	相关基因	FN1
Diabetes Mellitus	相关基因	FOS
Diabetes Mellitus	相关基因	FTO
Diabetes Mellitus	相关基因	FXN
Diabetes Mellitus	相关基因	GCK
Diabetes Mellitus	相关基因	GJA1
Diabetes Mellitus	相关基因	GNAS
Diabetes Mellitus	相关基因	HGF
Diabetes Mellitus	相关基因	HLA-DQB1
Diabetes Mellitus	相关基因	HLA-DRB1
Diabetes Mellitus	相关基因	HNF1A
Diabetes Mellitus	相关基因	HNF4A
Diabetes Mellitus	相关基因	IL10
Diabetes Mellitus	相关基因	IL1B
Diabetes Mellitus	相关基因	IL1RN
Diabetes Mellitus	相关基因	IL2
Diabetes Mellitus	相关基因	IL2RA
Diabetes Mellitus	相关基因	IL6
Diabetes Mellitus	相关基因	INS
Diabetes Mellitus	相关基因	INSR
Diabetes Mellitus	相关基因	IRS1
Diabetes Mellitus	相关基因	ITPA
Diabetes Mellitus	相关基因	KCNJ11
Diabetes Mellitus	相关基因	KCNQ1
Diabetes Mellitus	相关基因	KIF1A
Diabetes Mellitus	相关基因	LAMA1
Diabetes Mellitus	相关基因	LEPR
Diabetes Mellitus	相关基因	MAPK8IP1
Diabetes Mellitus	相关基因	MT2A
Diabetes Mellitus	相关基因	MTNR1B
Diabetes Mellitus	相关基因	NCF1
Diabetes Mellitus	相关基因	NR1I2
Diabetes Mellitus	相关基因	NR1I3
Diabetes Mellitus	相关基因	PAM
Diabetes Mellitus	相关基因	PDE11A
Diabetes Mellitus	相关基因	PDE4D
Diabetes Mellitus	相关基因	PDE8B
Diabetes Mellitus	相关基因	POMC
Diabetes Mellitus	相关基因	PON1
Diabetes Mellitus	相关基因	PPARG
Diabetes Mellitus	相关基因	PRKACA
Diabetes Mellitus	相关基因	PRKAR1A
Diabetes Mellitus	相关基因	PRSS1
Diabetes Mellitus	相关基因	PTGS2
Diabetes Mellitus	相关基因	RAC1
Diabetes Mellitus	相关基因	RPS6KA3
Diabetes Mellitus	相关基因	SH2B3
Diabetes Mellitus	相关基因	SIRT1
Diabetes Mellitus	相关基因	SLC19A2
Diabetes Mellitus	相关基因	SLC2A2
Diabetes Mellitus	相关基因	SMARCE1
Diabetes Mellitus	相关基因	SOD1
Diabetes Mellitus	相关基因	SOD2
Diabetes Mellitus	相关基因	SUOX
Diabetes Mellitus	相关基因	TFRC
Diabetes Mellitus	相关基因	TYK2
Diabetes Mellitus	相关基因	VEGFA
Diabetes Mellitus	相关基因	XRCC4
Diabetes Mellitus	相关基因	CD69
Diabetes Mellitus	相关基因	BAX
Diabetes Mellitus	相关基因	CCR7
Diabetes Mellitus	相关基因	MAP3K5
Diabetes Mellitus	相关基因	GPD2
Diabetes Mellitus	相关基因	FOSL2
Diabetes Mellitus	相关基因	LIF
Diabetes Mellitus	相关基因	UCP3
Diabetes Mellitus	相关基因	SLC2A4
Diabetes Mellitus	相关基因	ARL6IP5
Diabetes Mellitus	相关基因	ADIPOQ
Diabetes Mellitus	相关基因	RETN
Intellectual Disability	相关基因	AASS
Intellectual Disability	相关基因	ABCC8
Intellectual Disability	相关基因	ACAT1
Intellectual Disability	相关基因	ACSL4
Intellectual Disability	相关基因	ACTA2
Intellectual Disability	相关基因	ACTB
Intellectual Disability	相关基因	ADK
Intellectual Disability	相关基因	ADRA2B
Intellectual Disability	相关基因	AGTR2
Intellectual Disability	相关基因	AHCY
Intellectual Disability	相关基因	AIFM1
Intellectual Disability	相关基因	AKT1
Intellectual Disability	相关基因	ALDH18A1
Intellectual Disability	相关基因	ALDH3A2
Intellectual Disability	相关基因	ALDH4A1
Intellectual Disability	相关基因	ALDH5A1
Intellectual Disability	相关基因	ALDH7A1
Intellectual Disability	相关基因	ALDOB
Intellectual Disability	相关基因	AMT
Intellectual Disability	相关基因	APP
Intellectual Disability	相关基因	ARG1
Intellectual Disability	相关基因	ARSA
Intellectual Disability	相关基因	ASL
Intellectual Disability	相关基因	ASPA
Intellectual Disability	相关基因	ASS1
Intellectual Disability	相关基因	ATP1A2
Intellectual Disability	相关基因	AVPR2
Intellectual Disability	相关基因	BCKDK
Intellectual Disability	相关基因	BCR
Intellectual Disability	相关基因	BDNF
Intellectual Disability	相关基因	BRAF
Intellectual Disability	相关基因	CA2
Intellectual Disability	相关基因	CA4
Intellectual Disability	相关基因	CA8
Intellectual Disability	相关基因	CACNA1A
Intellectual Disability	相关基因	CACNA1G
Intellectual Disability	相关基因	CALCA
Intellectual Disability	相关基因	CASK
Intellectual Disability	相关基因	CBS
Intellectual Disability	相关基因	CCNA2
Intellectual Disability	相关基因	CDK6
Intellectual Disability	相关基因	CENPE
Intellectual Disability	相关基因	CHRNA7
Intellectual Disability	相关基因	CLCNKA
Intellectual Disability	相关基因	CNGA1
Intellectual Disability	相关基因	COL3A1
Intellectual Disability	相关基因	COX6B1
Intellectual Disability	相关基因	CPS1
Intellectual Disability	相关基因	CREBBP
Intellectual Disability	相关基因	CTNNB1
Intellectual Disability	相关基因	CYB5R3
Intellectual Disability	相关基因	CYP24A1
Intellectual Disability	相关基因	DHCR7
Intellectual Disability	相关基因	DPYD
Intellectual Disability	相关基因	DYRK1A
Intellectual Disability	相关基因	EBP
Intellectual Disability	相关基因	ELN
Intellectual Disability	相关基因	FASN
Intellectual Disability	相关基因	FGFR1
Intellectual Disability	相关基因	FGFR2
Intellectual Disability	相关基因	FGFR3
Intellectual Disability	相关基因	FLNA
Intellectual Disability	相关基因	FOLR1
Intellectual Disability	相关基因	FOS
Intellectual Disability	相关基因	FTCD
Intellectual Disability	相关基因	GABRA1
Intellectual Disability	相关基因	GABRB3
Intellectual Disability	相关基因	GABRD
Intellectual Disability	相关基因	GAD1
Intellectual Disability	相关基因	GALE
Intellectual Disability	相关基因	GAMT
Intellectual Disability	相关基因	GATM
Intellectual Disability	相关基因	GCK
Intellectual Disability	相关基因	GCSH
Intellectual Disability	相关基因	GJA1
Intellectual Disability	相关基因	GLDC
Intellectual Disability	相关基因	GLUD1
Intellectual Disability	相关基因	GNAS
Intellectual Disability	相关基因	GPI
Intellectual Disability	相关基因	GRIA3
Intellectual Disability	相关基因	GRIK2
Intellectual Disability	相关基因	GRIN1
Intellectual Disability	相关基因	GRIN2B
Intellectual Disability	相关基因	GRM1
Intellectual Disability	相关基因	GSS
Intellectual Disability	相关基因	HADH
Intellectual Disability	相关基因	HBA1
Intellectual Disability	相关基因	HDAC4
Intellectual Disability	相关基因	HNF1A
Intellectual Disability	相关基因	HNF4A
Intellectual Disability	相关基因	HNRNPK
Intellectual Disability	相关基因	HPRT1
Intellectual Disability	相关基因	HRAS
Intellectual Disability	相关基因	HSD17B10
Intellectual Disability	相关基因	HSPG2
Intellectual Disability	相关基因	IDH3B
Intellectual Disability	相关基因	IGF1
Intellectual Disability	相关基因	IGF1R
Intellectual Disability	相关基因	IKBKG
Intellectual Disability	相关基因	IMPDH1
Intellectual Disability	相关基因	IMPG2
Intellectual Disability	相关基因	ITPR1
Intellectual Disability	相关基因	KCNA2
Intellectual Disability	相关基因	KCNC3
Intellectual Disability	相关基因	KCNJ1
Intellectual Disability	相关基因	KCNJ10
Intellectual Disability	相关基因	KCNJ11
Intellectual Disability	相关基因	KCNK9
Intellectual Disability	相关基因	KCNQ2
Intellectual Disability	相关基因	KRAS
Intellectual Disability	相关基因	KYNU
Intellectual Disability	相关基因	L1CAM
Intellectual Disability	相关基因	LAMA1
Intellectual Disability	相关基因	LIMK1
Intellectual Disability	相关基因	LRAT
Intellectual Disability	相关基因	LRP2
Intellectual Disability	相关基因	MAN1B1
Intellectual Disability	相关基因	MAP2K1
Intellectual Disability	相关基因	MAP2K2
Intellectual Disability	相关基因	MAPK1
Intellectual Disability	相关基因	MAPK10
Intellectual Disability	相关基因	MERTK
Intellectual Disability	相关基因	MMACHC
Intellectual Disability	相关基因	MTR
Intellectual Disability	相关基因	MUT
Intellectual Disability	相关基因	MVK
Intellectual Disability	相关基因	NAGA
Intellectual Disability	相关基因	NAGLU
Intellectual Disability	相关基因	NDST1
Intellectual Disability	相关基因	NDUFA10
Intellectual Disability	相关基因	NDUFA2
Intellectual Disability	相关基因	NDUFA9
Intellectual Disability	相关基因	NDUFS3
Intellectual Disability	相关基因	NDUFS4
Intellectual Disability	相关基因	NDUFS8
Intellectual Disability	相关基因	NEK2
Intellectual Disability	相关基因	NEU1
Intellectual Disability	相关基因	NR2F1
Intellectual Disability	相关基因	NRXN1
Intellectual Disability	相关基因	NSDHL
Intellectual Disability	相关基因	NT5C2
Intellectual Disability	相关基因	NTRK1
Intellectual Disability	相关基因	OTC
Intellectual Disability	相关基因	PAH
Intellectual Disability	相关基因	PARP1
Intellectual Disability	相关基因	PC
Intellectual Disability	相关基因	PCCA
Intellectual Disability	相关基因	PCCB
Intellectual Disability	相关基因	PDE4D
Intellectual Disability	相关基因	PDE6A
Intellectual Disability	相关基因	PDE6B
Intellectual Disability	相关基因	PDE6G
Intellectual Disability	相关基因	PDHA1
Intellectual Disability	相关基因	PGK1
Intellectual Disability	相关基因	PHGDH
Intellectual Disability	相关基因	PIK3CA
Intellectual Disability	相关基因	PLA2G6
Intellectual Disability	相关基因	PNP
Intellectual Disability	相关基因	POLA1
Intellectual Disability	相关基因	POR
Intellectual Disability	相关基因	PPARG
Intellectual Disability	相关基因	PPP2R1A
Intellectual Disability	相关基因	PPT1
Intellectual Disability	相关基因	PRKAR1A
Intellectual Disability	相关基因	PRKCG
Intellectual Disability	相关基因	PRODH
Intellectual Disability	相关基因	PSPH
Intellectual Disability	相关基因	PTDSS1
Intellectual Disability	相关基因	PTEN
Intellectual Disability	相关基因	PYCR1
Intellectual Disability	相关基因	QDPR
Intellectual Disability	相关基因	RAD51
Intellectual Disability	相关基因	RB1
Intellectual Disability	相关基因	RBP3
Intellectual Disability	相关基因	RET
Intellectual Disability	相关基因	RHO
Intellectual Disability	相关基因	RLBP1
Intellectual Disability	相关基因	RPE65
Intellectual Disability	相关基因	RPS6KA3
Intellectual Disability	相关基因	RRM2B
Intellectual Disability	相关基因	SAR1B
Intellectual Disability	相关基因	SCN1A
Intellectual Disability	相关基因	SCN8A
Intellectual Disability	相关基因	SCO1
Intellectual Disability	相关基因	SDHA
Intellectual Disability	相关基因	SDHB
Intellectual Disability	相关基因	SDHC
Intellectual Disability	相关基因	SDHD
Intellectual Disability	相关基因	SLC12A1
Intellectual Disability	相关基因	SLC12A6
Intellectual Disability	相关基因	SLC16A2
Intellectual Disability	相关基因	SLC1A4
Intellectual Disability	相关基因	SLC25A15
Intellectual Disability	相关基因	SLC2A1
Intellectual Disability	相关基因	SLC6A8
Intellectual Disability	相关基因	SMARCE1
Intellectual Disability	相关基因	SMO
Intellectual Disability	相关基因	SMPD1
Intellectual Disability	相关基因	SMS
Intellectual Disability	相关基因	SPR
Intellectual Disability	相关基因	STS
Intellectual Disability	相关基因	TAT
Intellectual Disability	相关基因	TERT
Intellectual Disability	相关基因	TH
Intellectual Disability	相关基因	TPO
Intellectual Disability	相关基因	TSHR
Intellectual Disability	相关基因	TUB
